,retweet_count,text,created,followers_count,verified,statuses_count,user_age,rumour
17,181,#NUJ on Charlie Hebdo killings: assassination of journalists and an attempt to assassinate the free press. - https://t.co/nKSv4QlSEY,Wed Jan 07 13:33:16 +0000 2015,15772,False,8043,Thu Jul 14 08:21:22 +0000 2011,non_rumour
18,233,"True cowardice: @nydailynews blurred out stereotypical imam in cover of #CharlieHebdo, left image of stereotypical Hasidic Jew.",Thu Jan 08 00:18:10 +0000 2015,84573,False,25742,Tue Dec 09 16:40:22 +0000 2008,non_rumour
19,659,Here's a rundown of the cartoons the #Muslim savages in Paris just slaughtered 12 people over: http://t.co/lg5H5cxXbW http://t.co/K1m6vMAPWh,Wed Jan 07 13:15:11 +0000 2015,66380,True,46829,Fri Feb 13 04:51:52 +0000 2009,non_rumour
20,371,The brutal terrorist attack on Charlie Hebdo is an assault on freedom everywhere http://t.co/1kDSVozku8 via @nytopinion,Thu Jan 08 10:27:06 +0000 2015,14681711,True,163045,Fri Mar 02 20:41:42 +0000 2007,non_rumour
21,102,"Religion of peace back at work. Muslims attack French magazine that mocked Muhammad, killing 12 #CharlieHebdo #ParisShooting",Wed Jan 07 14:41:52 +0000 2015,21245,False,16025,Wed Oct 30 08:09:21 +0000 2013,non_rumour
22,154,"Re: Charlie Hebdo
Seriously. If your god &amp;/or prophet needs armed men to protect him from cartoons, it pretty much says he's a huge pussy.",Wed Jan 07 14:36:10 +0000 2015,1466,False,8546,Thu Mar 19 13:28:38 +0000 2009,non_rumour
23,1195,Prince Harry signs a book of condolence at the French Embassy in London after the attacks in #Paris http://t.co/W0ZWcOQLgi,Fri Jan 09 15:20:50 +0000 2015,432976,True,7220,Tue Oct 26 13:38:30 +0000 2010,non_rumour
24,157,The Algerian Muslim editor - killed in the #CharlieHebdo attack - nobody knows about: Moustapha Ourrad. #JeSuisMuslim http://t.co/NizgHAxpsL,Fri Jan 09 09:55:12 +0000 2015,10804,False,7633,Tue Oct 29 15:34:50 +0000 2013,non_rumour
25,198,.@AmbJohnBolton: We have to WAKE UP --America has to acknowledge that we are still at war w/terrorism #ParisShooting #JeSuisCharlie @FoxNews,Thu Jan 08 00:25:56 +0000 2015,509882,True,66950,Thu Aug 28 20:04:54 +0000 2008,non_rumour
26,333,"The ""appropriate"" response to #CharlieHebdo is not to urge ""respect"" for Islam, but to assert liberty #JeSuisCharlie http://t.co/lOPLInljML",Wed Jan 07 15:17:22 +0000 2015,14110,False,20163,Sun Jan 03 16:50:16 +0000 2010,non_rumour
27,234,"Everytime a satirist is murdered, 1,000 more satirists rise up to take their place. 
#JeSuisCharlie",Thu Jan 08 17:02:43 +0000 2015,110565,False,5749,Mon Sep 05 07:27:53 +0000 2011,non_rumour
28,147,"AP took &gt;4 photos of Charb with the famous cover. UK papers are, AFAIK, only using bottom right one. #CharlieHebdo http://t.co/aKpB615dim",Wed Jan 07 14:51:26 +0000 2015,13069,False,57897,Mon Nov 17 14:37:21 +0000 2008,non_rumour
29,418,"I would think a religious figure is more offended by savage, barbaric slaughter in his name than by a cartoon. #charliehebdo",Wed Jan 07 14:08:22 +0000 2015,254091,True,81193,Wed Jul 25 03:30:38 +0000 2007,non_rumour
30,109,"Freedom of expression is non-negotiable - http://t.co/c8Fm7F6c1k via @IndexCensorship
#jesuischarlie",Wed Jan 07 13:09:38 +0000 2015,24142,False,23618,Thu Jan 22 15:00:46 +0000 2009,non_rumour
31,362,Photos from scene of deadly attack by gunmen at Paris offices of newspaper Charlie Hebdo. http://t.co/E1zzO50LxX http://t.co/zzzDoDHCSi,Wed Jan 07 14:40:05 +0000 2015,5806697,True,113888,Tue Mar 20 17:46:05 +0000 2007,non_rumour
32,279,A look at the irreverent covers of #CharlieHebdo: http://t.co/qf1IrCuONy http://t.co/WEDybNqLub,Thu Jan 08 09:18:06 +0000 2015,5576640,True,104476,Sun Apr 01 06:22:13 +0000 2007,non_rumour
33,311,"2nd hostage situation unfolding in France as SWAT teams respond to situation at grocery in Paris neighborhood - @AFP, @AP",Fri Jan 09 13:03:09 +0000 2015,7197820,True,89007,Sun May 13 23:06:45 +0000 2007,non_rumour
34,324,French fashion unites again terror: http://t.co/dumReEgH64 #JeSuisCharlie http://t.co/FnzgWZ0fzn,Fri Jan 09 11:44:02 +0000 2015,2255991,True,86760,Tue Mar 31 09:59:43 +0000 2009,non_rumour
35,115,"Somewhere, Marine Le Pen is planning her presidential inauguration &amp; figuring out where Putin's guest of honor seat will be. #CharlieHebdo",Wed Jan 07 13:23:07 +0000 2015,18709,False,69773,Sat Jul 14 19:35:48 +0000 2012,non_rumour
36,142,Times Now is pillorying Mani Shankar Iyer for 'backlash' remark on #CharlieHebdo.Why spare Kiran Bedi's 'provoke/poke' tweet tho?,Thu Jan 08 16:16:18 +0000 2015,24330,False,14378,Wed Mar 13 06:08:28 +0000 2013,non_rumour
37,202,Charlie Hebdo: This is the terrifying price we pay for free speech in a liberal democracy http://t.co/OvDqOqo0Rz http://t.co/Fp9tq8pVMx,Thu Jan 08 08:31:31 +0000 2015,47343,True,21921,Tue Mar 22 21:27:50 +0000 2011,non_rumour
38,131,#JeSuisCharlie rallies held worldwide to condemn Paris massacre (PHOTOS) http://t.co/EnwxH90grB http://t.co/hzH208lEB2,Thu Jan 08 14:40:52 +0000 2015,847032,True,105430,Tue Aug 11 06:12:45 +0000 2009,non_rumour
39,145,"Those who died at #CharlieHebdo will live forever, because pens are more powerful than guns. Don't ever let terror make you think otherwise.",Wed Jan 07 14:17:59 +0000 2015,74430,False,1633,Fri Jun 19 16:00:12 +0000 2009,non_rumour
40,486,"#MaryamRajavi condemns #CharlieHebdo attack in #Paris,offers her condolences to Fr ppl and Gov http://t.co/MJ9GQkU1aP http://t.co/VTxBG5Gy2v",Wed Jan 07 15:31:31 +0000 2015,50071,False,7036,Wed Jan 09 13:41:23 +0000 2013,non_rumour
41,211,US Embassy in Paris changes Twitter pic to #JeSuisCharlie @USEmbassyFrance http://t.co/amZEARKIHq,Wed Jan 07 15:04:09 +0000 2015,1658,True,12796,Sun Dec 26 17:40:14 +0000 2010,non_rumour
42,204,Smoke seen from building where Charlie Hebdo attack suspects are located. LIVE video: http://t.co/kaVQ74BAQw http://t.co/ZCWaUZUIc8,Fri Jan 09 16:11:32 +0000 2015,235406,False,41006,Fri Jun 13 16:12:45 +0000 2008,non_rumour
43,641,"If your religion is worth killing for, please start with yourself. #CharlieHebdo #ParisShooting #ParisAttack",Wed Jan 07 15:32:56 +0000 2015,1455,False,67,Sat Sep 13 20:41:50 +0000 2014,non_rumour
44,122,Terrorists are sick people. You can't be in your right mind and say you believe in God and kill his creation. Makes no sense. #CharlieHebdo,Wed Jan 07 15:16:52 +0000 2015,22931,False,59480,Sat Mar 28 05:42:36 +0000 2009,non_rumour
45,116,"10:28am Charlie Hebdo account mocks ISIS leader, wishing him ""good health and best wishes"" http://t.co/9Oa2xAqOcM http://t.co/uYXayKLA7q",Wed Jan 07 11:17:35 +0000 2015,139870,True,58370,Tue Jan 02 19:22:19 +0000 2007,non_rumour
46,232,Mayor of Paris Anne Hidalgo calls for march on Thursday through Paris's Republic Square after #CharlieHebdo attack http://t.co/hnWeVCLDRy,Wed Jan 07 14:29:50 +0000 2015,8409650,True,189044,Thu Feb 01 07:44:29 +0000 2007,non_rumour
47,504,Shooting at site where Charlie Hebdo suspects are holding a hostage north of Paris http://t.co/rR3q9UQlUn,Fri Jan 09 16:01:20 +0000 2015,12939896,True,22821,Sun Apr 22 14:42:37 +0000 2007,non_rumour
48,464,BREAKING: Two Charlie Hebdo attack suspects in Dammartin-en-Goele killed by security forces: govt source. http://t.co/oZmSoaIueK,Fri Jan 09 16:36:07 +0000 2015,5833087,True,114052,Tue Mar 20 17:46:05 +0000 2007,non_rumour
49,259,"#CharlieHebdo will publish Wednesday, writer Patrick Pelloux tells CNN affiliate BFMTV. http://t.co/ZBKD5DObyk",Thu Jan 08 13:34:55 +0000 2015,22666349,True,37150,Tue Jan 02 01:48:14 +0000 2007,non_rumour
50,100,"Every religion is mocked - Judaism, Christianity, Buddhits, Muslims - but only #Islamists who resort to such brutal terror! #CharlieHebdo",Wed Jan 07 14:24:49 +0000 2015,9665,False,35522,Mon Aug 08 20:30:19 +0000 2011,non_rumour
51,103,Updated: Here’s what we know about the gunmen behind the Charlie Hebdo attack http://t.co/armP730CmV http://t.co/OsrH20Cos8,Thu Jan 08 13:10:43 +0000 2015,207521,True,39010,Tue Dec 18 15:46:37 +0000 2012,non_rumour
52,195,"Kill them &amp; when you're done kill their pet goat❌RT""@sammy2168: @jjauthor  @FlyoverCulture @DrMartyFox http://t.co/0oTaUVvisg” #CharlieHebdo",Fri Jan 09 12:56:25 +0000 2015,50112,False,33357,Thu Apr 25 11:50:33 +0000 2013,non_rumour
53,110,FRENCH POLICE START RAID ON CHARLIE HEBDO SUSPECTS' HIDEOUT.,Fri Jan 09 16:07:19 +0000 2015,213473,False,22942,Wed May 04 06:32:13 +0000 2011,non_rumour
54,228,#JeSuisCharlie moving minute of silence at #AFP headquarters for the victims of Charlie Hebdo http://t.co/JHz0JQGoru,Thu Jan 08 11:28:48 +0000 2015,854,False,1304,Sun Apr 18 01:12:32 +0000 2010,non_rumour
55,207,"Dual hostage crisis ends: #CharlieHebdo suspects killed, ‘several hostages freed’ at supermkt http://t.co/OYSXRQ9xuv http://t.co/WGVnhdoxed",Fri Jan 09 16:31:22 +0000 2015,83580,True,74218,Wed Mar 18 09:22:54 +0000 2009,non_rumour
56,123,"Google is donating nearly $300,000 to Charlie Hebdo http://t.co/t9c80aSkhL http://t.co/qWqHwnPtAX",Fri Jan 09 11:21:53 +0000 2015,1342547,True,73824,Wed Dec 05 17:26:15 +0000 2007,non_rumour
57,198,France is at its highest possible terror threat level after the #CharlieHebdo attack. http://t.co/1z7NtGWe5i http://t.co/kopINQNwfj,Wed Jan 07 13:12:25 +0000 2015,1787008,True,122339,Thu Jul 19 14:42:53 +0000 2007,non_rumour
58,147,The entire world is rallying. The terrorists plan has backfired. 🇺🇸🇫🇷🇬🇧🇮🇹 #JeSuisCharlie #CharlieHedbo http://t.co/exzKIGsdag,Fri Jan 09 15:04:53 +0000 2015,95551,False,11039,Thu Feb 09 14:55:09 +0000 2012,non_rumour
59,503,"Remembering the four French ""Charlie Hebdo"" cartoonists killed in terror attack today http://t.co/nv5A2qKNQN http://t.co/TZovXRJpVp",Wed Jan 07 14:59:48 +0000 2015,205932,True,38883,Tue Dec 18 15:46:37 +0000 2012,non_rumour
60,153,"Boko Haram killed 2000 people in Baga over a period of 5 days. No, that won't make news like #CharlieHebdo because this is Africa lad.",Fri Jan 09 08:49:14 +0000 2015,2660,False,113465,Wed Feb 23 08:15:53 +0000 2011,non_rumour
61,359,"French police block road to Longpont, north-east of Paris, as hunt for suspects in #CharlieHebdo attack continues http://t.co/yw9QPCbTUk",Thu Jan 08 15:27:30 +0000 2015,12911069,True,22780,Sun Apr 22 14:42:37 +0000 2007,non_rumour
62,162,"The Last Picture of #CharlieHebdo' Victim. ""No Terrorists Attack in #France Yet - Wait The End of 2015's Greetings"" http://t.co/vP2jMnnzvo",Wed Jan 07 13:43:06 +0000 2015,20355,True,19736,Thu Jun 18 11:41:15 +0000 2009,non_rumour
63,997,Wow. @newyorker cover. #charliehebdo http://t.co/7lXstToyKw,Fri Jan 09 10:26:46 +0000 2015,13346,True,27941,Thu Apr 02 04:14:41 +0000 2009,non_rumour
64,145,Charlie Hebdo shooting: reports of attacks on Mosques in France – live updates http://t.co/MhzOEjovPg,Thu Jan 08 10:10:16 +0000 2015,3089440,True,106852,Thu Nov 05 23:49:19 +0000 2009,non_rumour
65,113,Breaking News: 2 hostage standoffs right now in France. 1 involves #CharlieHebdo suspects. http://t.co/HlhbTJmm1D http://t.co/CwmrmxLApA,Fri Jan 09 14:42:55 +0000 2015,508515,True,45850,Fri Dec 17 23:37:19 +0000 2010,non_rumour
66,190,French forensic experts examine car used by armed gunmen who stormed offices of Charlie Hebdo http://t.co/ZINBZEnyAI http://t.co/DqZDx0gkHO,Wed Jan 07 13:20:54 +0000 2015,3090325,True,106915,Thu Nov 05 23:49:19 +0000 2009,non_rumour
67,219,Time to #TakeAStand #IAmCharlieHebdo #CharlieHebdo http://t.co/V9ZUa4VRJy,Wed Jan 07 12:30:27 +0000 2015,96407,False,35521,Fri Sep 16 20:07:22 +0000 2011,non_rumour
68,489,Proud ! When Youth of France stand up &amp; say #JesuisCharlie in HighSchool #LycéeColomb #HauteSaone @MathildeGrillot http://t.co/yQKViuS31Z,Thu Jan 08 14:58:10 +0000 2015,11188,False,16090,Wed May 06 22:15:11 +0000 2009,non_rumour
69,215,Police release pictures of man and woman suspected of shooting a policewoman in #ParisAttacks http://t.co/zZIgbWOmcP http://t.co/FWKi6cYfk4,Fri Jan 09 13:34:39 +0000 2015,1793304,True,122508,Thu Jul 19 14:42:53 +0000 2007,non_rumour
70,240,We strongly condemn the horrible shooting at #CharlieHebdo. We must all stand up for freedom of speech and expression. @Charlie_Hebdo_,Wed Jan 07 12:01:26 +0000 2015,173586,True,15994,Tue Apr 28 12:10:50 +0000 2009,non_rumour
71,244,We are observing a minute's silence at 11am today. If you support press freedom please share &amp; join us #JeSuisCharlie http://t.co/8VqK7VnrV5,Thu Jan 08 10:40:57 +0000 2015,289505,True,115611,Tue Oct 21 14:58:45 +0000 2008,non_rumour
72,348,And on France's motorways... #CharlieHebdo http://t.co/wB6pJUqpXO,Thu Jan 08 12:14:27 +0000 2015,4539,False,1050,Fri Feb 24 13:18:20 +0000 2012,non_rumour
73,662,Map shows where gun attack on satirical magazine #CharlieHebdo took place in central Paris http://t.co/5AZAKumpNd http://t.co/ECFYztMVk9,Wed Jan 07 12:21:05 +0000 2015,22067,False,1551,Wed Jun 24 16:12:26 +0000 2009,non_rumour
74,270,CERN put flags at half-mast and observed a minute's silence today in solidarity with #CharlieHebdo #JeSuisCharlie http://t.co/HgzI8R8X4h,Thu Jan 08 15:21:37 +0000 2015,1072191,True,1880,Wed Jun 25 17:59:10 +0000 2008,non_rumour
75,258,Revenge attacks on Muslim spaces begin in France after #CharlieHebdo massacre http://t.co/50anhW9BEk http://t.co/uKL5El7V2B,Thu Jan 08 13:11:08 +0000 2015,818487,True,125644,Tue Jul 15 10:17:46 +0000 2008,non_rumour
76,106,"Everyone who blamed #CharlieHebdo cartoons for provoking its own slaughter, tell that to the dead shoppers at a Kosher supermarket in Paris",Fri Jan 09 13:57:32 +0000 2015,28753,True,54614,Tue Dec 09 04:02:05 +0000 2008,non_rumour
77,120,"Editor Stephane Charbonnier, 4 cartoonists reported killed in #CharlieHebdo attack (AP photo): http://t.co/qTB7uIurjN http://t.co/GjglEVLmLF",Wed Jan 07 15:26:04 +0000 2015,1407832,True,106963,Wed Aug 06 19:55:31 +0000 2008,non_rumour
78,115,Updates on #CharlieHebdo shooting from @nytimes staff @mmcphate @HannahOlivennes @karaszpalko @cbtly &amp; others: http://t.co/TekFzlVjQE,Wed Jan 07 15:19:05 +0000 2015,888966,True,107830,Thu Mar 22 13:59:49 +0000 2007,non_rumour
79,194,Charlie Hebdo staff vow to publish next week with 1m print run http://t.co/u8cCyfXW8o,Thu Jan 08 13:48:23 +0000 2015,3090772,True,106948,Thu Nov 05 23:49:19 +0000 2009,non_rumour
80,509,Now's a good time to read Christopher Hitchens' case for mocking religion: http://t.co/x9gPr2Y9Y1 #CharlieHebdo #StandWithCharlieHebdo,Wed Jan 07 14:35:45 +0000 2015,1254438,True,118657,Thu Jun 19 01:08:29 +0000 2008,non_rumour
81,697,"He drew first, by @davpope. #CharlieHebdo #JeSuisCharlie http://t.co/SZ2hx3yBw4",Wed Jan 07 15:22:00 +0000 2015,211018,False,22815,Wed May 04 06:32:13 +0000 2011,non_rumour
82,598,"Gathering in support of #CharlieHebdo at 6pm in Trafalgar Square, London. Please share widely https://t.co/4a2f2NONyR http://t.co/4dbswcQsKS",Wed Jan 07 15:21:12 +0000 2015,563,False,1031,Sun Jul 17 16:44:15 +0000 2011,non_rumour
83,270,French police getting ready to use...tanks against two terrorists in #Dammartin siege?! #CharlieHebdo http://t.co/K3tdKjSOuk,Fri Jan 09 13:43:35 +0000 2015,402,False,730,Tue Mar 18 13:46:44 +0000 2014,non_rumour
84,859,"This is Melbourne right now! 
#JeSuisCharlie
#CharlieHebdo 
http://t.co/6Vyt2viHo2 http://t.co/EYcFr2BfSd",Thu Jan 08 09:01:41 +0000 2015,17202,True,45235,Mon Jul 04 15:39:21 +0000 2011,non_rumour
85,101,The policeman killed at point blank range in #CharlieHebdo attack was Muslim. Need more proof that Terrorists have no religion?! #RIPAhmed,Thu Jan 08 16:03:09 +0000 2015,523429,True,13188,Sat Dec 05 16:00:53 +0000 2009,non_rumour
86,1137,Executing unarmed cartoonists can never be the will of any God. #CharlieHebdo,Wed Jan 07 14:51:10 +0000 2015,1429634,True,8109,Mon Nov 17 13:41:30 +0000 2008,non_rumour
87,241,what's happening at the moment is really bad! I respect every religion! but this is just terror!!!🌍 #StopViolence #JeSuisCharlie,Fri Jan 09 13:02:26 +0000 2015,43324,False,14632,Wed Jul 25 18:05:37 +0000 2012,non_rumour
88,199,"Charlie Hebdo: Norway didn’t give in to Islamophobia, nor should France http://t.co/zOecdkUL41 @owenjones84",Thu Jan 08 12:57:31 +0000 2015,3090394,True,106922,Thu Nov 05 23:49:19 +0000 2009,non_rumour
89,841,#CharlieHebdo: Everything you need to know about the magazine that refuses to be censored http://t.co/4LNGobrht7 http://t.co/t70U7NEBae,Wed Jan 07 13:53:02 +0000 2015,970628,True,123789,Sun Oct 26 00:00:29 +0000 2008,non_rumour
90,180,Tina Fey: “We cannot back down on free speech in any way” http://t.co/jJGxtXRPi7 #CharlieHebdo,Thu Jan 08 11:08:37 +0000 2015,6708088,True,104134,Thu Apr 03 13:54:30 +0000 2008,non_rumour
91,876,Attempts to extend blame for this to all Muslims should be treated with the same disgust as attempts to justify the attacks. #CharlieHebdo,Wed Jan 07 12:36:28 +0000 2015,34907,False,74137,Wed Jan 07 15:56:57 +0000 2009,non_rumour
92,241,Too many news organisations now showing online footage of killings at #CharlieHebdo office but not the cartoons for which they were murdered,Wed Jan 07 13:21:46 +0000 2015,12458,False,10206,Fri Aug 31 13:35:40 +0000 2012,non_rumour
93,119,Photos from the manhunt for #CharlieHebdo suspects and ongoing hostage situations: http://t.co/8gxcTgehe5 http://t.co/mTwoTyewbH,Fri Jan 09 13:30:12 +0000 2015,5586469,True,104651,Sun Apr 01 06:22:13 +0000 2007,non_rumour
94,158,What jihadists are saying about the deadly attack on French magazine Charlie Hebdo http://t.co/52DsuKv9X4 http://t.co/peQ2pCpHvo,Wed Jan 07 15:13:43 +0000 2015,1999298,True,45102,Tue Mar 18 23:19:17 +0000 2008,non_rumour
95,309,How can you defend anyone's rights if they chop off your head? Tolerance of intolerance is cowardice! #CharlieHebdo http://t.co/KAtF0DfVEO,Thu Jan 08 16:30:26 +0000 2015,49948,False,33169,Thu Apr 25 11:50:33 +0000 2013,non_rumour
96,319,"Man compares the Prophet to a dog! He prays for his forgiveness; has him buried in his own cloak, and prays upon his funeral. #CharlieHebdo",Wed Jan 07 14:39:43 +0000 2015,31777,False,74096,Wed Jan 07 15:56:57 +0000 2009,non_rumour
97,102,Oh God my heart is sick at this Charlie Hebdo news. One of the only brave newspapers in the world.,Wed Jan 07 12:39:04 +0000 2015,25072,True,25348,Fri Feb 20 02:59:27 +0000 2009,non_rumour
98,100,"They wanted the people to crumble, instead they came together. #JeSuisCharlie http://t.co/UHOrggBdRp",Fri Jan 09 11:53:46 +0000 2015,12587,False,1318,Tue Jan 01 19:53:11 +0000 2013,non_rumour
99,256,Strongly condemn the terrorist attack on media office in Paris; terror &amp; violence have no place in any corner of world #PresidentMukherjee,Wed Jan 07 13:18:40 +0000 2015,365457,True,580,Tue Jul 01 04:35:40 +0000 2014,non_rumour
100,258,Irony is that this week's cover of Charlie Hebdo is an attack against Islamophobe writer Houellebecq http://t.co/9NjY5B8QWo,Wed Jan 07 13:34:20 +0000 2015,670,False,8753,Wed Aug 10 02:04:24 +0000 2011,non_rumour
101,3886,The little weapon! #CharlieHebdo #cartoon http://t.co/VFFZD2f8Rz,Wed Jan 07 14:30:04 +0000 2015,11716,False,10471,Wed Mar 18 16:55:53 +0000 2009,non_rumour
102,130,We are hearing gunfire at the siege at the printing building at Dammartin. 2 ambulances raced past.,Fri Jan 09 15:57:04 +0000 2015,22913,True,8109,Tue Nov 03 10:58:13 +0000 2009,non_rumour
103,285,"Just waiting for @BarackObama, @David_Cameron and @JustinTrudeau to say: ""#CharlieHebdo massacre in Paris had nothing to do with Islam.""",Wed Jan 07 12:55:53 +0000 2015,53764,False,50149,Fri Nov 21 14:51:32 +0000 2008,non_rumour
104,133,#BREAKING - Both #CharlieHebdo suspects killed as police storm building &gt;&gt;&gt; http://t.co/OSB513hc9S. More &gt;&gt;&gt; http://t.co/TlHF6JIiUD,Fri Jan 09 16:40:39 +0000 2015,1261930,True,144390,Fri Mar 23 09:40:48 +0000 2007,non_rumour
105,832,Charlie Hebdo demanded cartoonist Sine apologize for anti-Semitic satire then fired him for refusing to do so http://t.co/w0QIAme4Ep,Thu Jan 08 08:25:32 +0000 2015,59590,False,44143,Sat Jul 04 23:42:45 +0000 2009,non_rumour
106,140,"@acarvin last #CharlieHebdo cartoon: ""Still no attack in France. Wait! We have 'til january end to send 2015 wishes."" http://t.co/eubg7XJRPd",Wed Jan 07 13:25:28 +0000 2015,239,False,7322,Mon Sep 21 20:34:39 +0000 2009,non_rumour
107,217,Tensions high: French police stop scooter near scene of kosher grocery http://t.co/ezfzdBjrbb http://t.co/MXJqNSM1Jm,Fri Jan 09 14:29:07 +0000 2015,975975,True,124457,Sun Oct 26 00:00:29 +0000 2008,non_rumour
108,494,Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,Wed Jan 07 13:36:19 +0000 2015,80843,False,10986,Thu Feb 25 10:15:49 +0000 2010,non_rumour
109,470,Social media users show solidarity for #CharlieHebdo with #JeSuisCharlie hashtag http://t.co/v0m1buPOMy http://t.co/mci5nwDlDQ,Wed Jan 07 14:24:39 +0000 2015,1782205,True,122192,Thu Jul 19 14:42:53 +0000 2007,non_rumour
110,135,Murderers hijacked religion just as the far-right will hijack the murders. Cycle of hate. #CharlieHebdo,Wed Jan 07 14:39:40 +0000 2015,5227,False,20841,Thu May 31 14:18:09 +0000 2007,non_rumour
111,781,Three large explosions and gunfire heard where #CharlieHebdo suspects are holed up. http://t.co/7Bxdhozq4H,Fri Jan 09 16:03:22 +0000 2015,22718376,True,37207,Tue Jan 02 01:48:14 +0000 2007,non_rumour
112,206,"This is a terrorist, this is a Muslim: French envoy’s #CharlieHebdo @twitter photo goes viral
http://t.co/Eq0zDMEHEA http://t.co/NWS09tFi8k",Fri Jan 09 08:32:10 +0000 2015,1154529,True,185139,Mon Feb 02 07:21:54 +0000 2009,non_rumour
113,815,#CharlieHebdo: Hundreds of Muslims gather outside the Grande Mosquee of Strasbourg to observe a minute of silence http://t.co/LeC7StybFn,Fri Jan 09 14:13:28 +0000 2015,36919,False,4647,Mon Oct 08 14:43:38 +0000 2012,non_rumour
114,147,'Journalism is printing what someone else does not want printed: everything else is public relations' - Orwell #JeSuisCharlie,Wed Jan 07 15:32:33 +0000 2015,9846,True,5743,Mon Aug 23 20:23:10 +0000 2010,non_rumour
115,319,"If your argument involves silencing critics by murdering them, then you have irretrievably lost the argument. #CharlieHebdo",Wed Jan 07 15:05:00 +0000 2015,38190,False,17863,Tue Jul 13 16:07:15 +0000 2010,non_rumour
